Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification/SDGs,ARB Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Date Issued,Retirement Year,ACR Retirement Data,Updated 11-1-23,Total Credits Retired:,26711881
ACR102,2003,ACR-US-102-2003-274-120156279 to 120156283,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Megan Davenport,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156284 to 120156303,20,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Melinda Pennington,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156304 to 120156313,10,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Mike Myers,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156314 to 120156323,10,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Nona Fisher,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156324 to 120156327,4,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Patrick Perner,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156328 to 120156337,10,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Patty Allison,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156338 to 120156342,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Paul Burman,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156343 to 120156344,2,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Sharon Rosenberg,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156345 to 120156384,40,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Steve Bylow,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156385 to 120156389,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Sue Jones,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156390 to 120156399,10,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Timothy Holder,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156400 to 120156419,20,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Bronson van Wyck,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156420 to 120156459,40,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Camilla Rockefeller,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156460 to 120156479,20,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Dan H. Felton III,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156480 to 120156579,100,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,"Retirement on behalf of David Rockefeller, Jr.",2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156580 to 120156679,100,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Growald Community Fund,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156680 to 120156699,20,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Margaret Dulany,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156700 to 120156704,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Melissa Dann,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156705 to 120156750,46,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Miranda Kaiser,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156751 to 120156790,40,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Neva Goodwin,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156791 to 120156830,40,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Peter O'Neill,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156831 to 120156910,80,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Rebecca Lambert,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156911 to 120156960,50,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Richard Rockefeller,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120156961 to 120157000,40,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Wendy O'Neill,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157001 to 120157060,60,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Catherine Borderick,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157061 to 120157065,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of James Tassos,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157066 to 120157070,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Katharine Eady,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157071 to 120157120,50,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Leonard Burman,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157121 to 120157140,20,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Linda Holthaus,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157141 to 120157145,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Marjorie Cook,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157146 to 120157165,20,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Michael Watson,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157166 to 120157175,10,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Sarah Severn,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157176 to 120157180,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Alexandre Grais,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157181 to 120157182,2,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Angie Dean,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157183 to 120157192,10,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Annett G. Pagan,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157193 to 120157199,7,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Aurelio de Andrade Souza Neto,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157200 to 120157201,2,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Belinda Adaire,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157202 to 120157203,2,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Cara Hayes,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157204 to 120157253,50,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Carol Olaughlin,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157254 to 120157263,10,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Carol Stoney,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157264 to 120157267,4,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Carolina Miller,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157268 to 120157272,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Cindy Langston,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157273 to 120157277,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of Darlene Middleton,2005-10-31 00:00:00,2012,,,,
ACR102,2003,ACR-US-102-2003-274-120157278 to 120157282,5,2012-01-05,Air Bag Gas Substitution,Industrial Gas Substitution,Version 1.0,Beaverton,OREGON,US,,No,Nike,On Behalf of Third Party,Retirement on behalf of David Kennedy,2005-10-31 00:00:00,2012,,,,
