GS_ID,Project Name,Type,Country,Size,Status,Methodology,Estimated Annual Credits,Project Developer,Sustainable Development Goals,Program of Activities,sustaincert_url,registry_url,Description,POA GSID,GOLD Source Data,Updated 11-1-23,Total Projects:,3117,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,215
GS12312,GS12185 VPA-1 ACCESS TO CLEAN COOKING AND SUPPORT WOMEN EMPOWERMENT KOYYUR,Other,India,Micro scale,Listed,Not provided,7500,ZENITH ENERGY SERVICES PRIVATE LIMITED,"7,13,4,3,5,15",,,,"Under the proposed VPA, Zenith Energy Services Private Limited (ZESPL) will work on providing improved cooking solutions for marginalized households in India living in rural, urban, semi-rural areas. The programme will contribute to the reduction of greenhouse gases and improve socio-economic progress for communities. ZESPL is involved in development of carbon reduction projects in India. ZESPL works with an aim for a fair climate: a world in which those who contribute most to climate change invest in COâ‚‚-reduction projects that benefit people who are most vulnerable to the effects of climate change. With this VPA we would reduce about 7500 tCOâ‚‚ per annum.",12185.0,,,,,,,,,,,,new
GS12319,Project Sathya Improved Cookstoves and Livelihood,Energy Efficiency - Domestic,India,Small Scale,Listed,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING â€“ TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,23249,CARBON IMPACT CAPITAL PTE. LTD.,"7,8,1,6,13,9,4,3,5,15",Standalone,,,"PROJECT SATHYA is an Improved Cookstoves and Livelihood project (hereafter referred to as â€œthe Projectâ€ or â€œProject Sathyaâ€) that aims for the sustainable development of the poor and marginalised communities residing in the core, buffer and fringe areas of the Sathyamangalam Tiger Reserve, a protected area in Erode District, Tamil Nadu State, India (hereinafter referred to as â€œSTRâ€).  Key activities of Project Sathya include:
1)	Installation and maintenance of 7500 Sarala brand improved cookstoves (â€œICSâ€), which are fuel-efficient in-situ cookstoves with a chimney, that are constructed inside homes. This reduces fuelwood usage, air pollution, deforestation, human-animal conflict, health risks, poverty, and gender inequality.  
2)	Creating awareness about the advantages of clean cooking practices and ongoing maintenance of devices to ensure continued health and economic benefits.
3)	Training of people from the community, primarily women, as cookstove makers to provide skilling, additional livelihood, supports higher adoption of devices and improves ongoing maintenance and usage.
4)	Training of community members in digital literacy, surveys, monitoring, project management, collaboration, and related skills to improve livelihood opportunities and reduce inequalities.
5)	Opening of bank accounts for members in the community to support financial inclusion and increase financial independence for women.
6)	Sourcing raw materials for cookstove making and installation from local micro, small and medium-sized enterprises to support economic development and employment opportunities in the region.
7)	Upgrading school infrastructure by supplying water filters, utensils, etc to support continued education and better health.
8)	Solar lighting in the villages to improve safety, reduce human-animal conflict and improve access to clean lighting.
This Project supports SDGs 1, 3, 4, 5, 6, 7, 8, 9, 13, and 15.",,,,,,,,,,,,,new
GS12322,GS 12204 - VPA 1 Sistema.bio Global Carbon Program,Biogas - Heat,Colombia,Large Scale,Listed,Methodology for animal waste management and biogas application,100000,Buen Manejo del Campo S.A de C.V,"7,8,2,13,4,3,5",,,,"Sistema.bio is a social enterprise that provides access to innovative biodigester technology, training and financing to address the challenges of poverty, food security, and climate change. Sistema.bio manufactures and distributes high-quality, affordable biodigesters that enable farmers around the world to convert waste into energy and fertilizer. By providing repayment plans and comprehensive monitoring services, Sistema.bio works with farmers to ensure they become more sustainable, independent, and productive while mitigating the carbon emissions generated by agricultural activities. These projects will provide a wide range of social, economic and environmental benefits for families and communities through the installation of biodigesters. 

The project includes 7 sizes  of biodigesters to adjust to the different types of farmers. The project will focus on family farmers, especially farmers who typically use woodfuel or LPG for their energy needs both in the household and productive uses in the farm, and who currently do not manage the manure generated by their animals and have either solid or liquid storage practices for this. ",,,,,,,,,,,,,new
GS12324,Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 026,Energy Efficiency - Domestic,Myanmar,Micro scale,Listed,GS MS Simplified Methodology for Efficient Cookstoves v1.,10000,Soneva Foundation,"7,8,13",Standalone,,,"The purpose of this micro-scale VPA is the use of carbon finance to support the distribution and maintenance of domestic and non-domestic Fuel Efficient Stoves (""FES"") through local Implementation Partners (""IP"") in Myanmar.",,,,,,,,,,,,,new
GS1233,MicroEnergy Credits - Microfinance for Clean Energy Product Lines - India,Energy Efficiency - Domestic,India,Small Scale,Listed,AMS-I.A. Electricity generation by the user,72986,MicroEnergy Credits,"12,13,3",Standalone,https://platform.sustain-cert.com/public-project/145,https://registry.goldstandard.org/projects/details/143,"MicroEnergy Credits works with Microfinance Institutions to scale up clean energy   lending product lines. Microfinance households receive access to affordable solar   lighting, efficient stoves and water purifiers.",,,,,,,,,,,,,
GS12345,Maji Bora Multi-Country Small-Scale Safe Water Supply Programme of Activities (PoA),Energy Efficiency - Domestic,Kenya,Small Scale,Listed,GS Methodology for emission reductions from safe drinking water supply,60000,First Climate Markets AG,"8,1,6,13,4,3,5,15",,,,"This multi-country small-scale POA aims to provide safe water to the communities by restoring broken and unfunctional boreholes, solarizing existing boreholes, and implementing new solar boreholes. By avoiding the burning of firewood for boiling unsafe water for consumption purposes, the project's objectives include cutting down emissions and improving the overall quality of life, health, and socio-economic status of the beneficiaries. The project targets remote areas and communities with acute water scarcity while promoting gender equality and women's empowerment. ",,,,,,,,,,,,,new
GS12346,SMG Clean Cooking Program,Energy Efficiency - Domestic,India,Large Scale,Listed,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING â€“ TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,58634,SHRI MAA MARKETING PRIVATE LIMITED,"7,8,12,1,13,3,5,15",,,,"The main purpose of this project activity is to enhance the livelihood of rural and tribal communities in the project area by providing them with improved cook stoves, employment opportunities, and increasing awareness on both climate changes and negative impact of GHG emissions. Through this community-engaging project, the CME plans to introduce and teach clean cooking practices, reduce Indoor Air Pollution caused due to mud stoves, thereby lowering health risks amongst rural and tribal households.
",,,,,,,,,,,,,new
GS12347,SMG Clean Cooking Program VPA01,Energy Efficiency - Domestic,India,Large Scale,Listed,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING â€“ TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,58634,SHRI MAA MARKETING PRIVATE LIMITED,"7,8,12,1,13,3,5,15",,,,"The main purpose of this project activity is to enhance the livelihood of rural and tribal communities in the project area by providing them with improved cook stoves, employment opportunities, and increasing awareness on both climate changes and negative impact of GHG emissions. Through this community-engaging project, the CME plans to introduce and teach clean cooking practices, reduce Indoor Air Pollution caused due to mud stoves, thereby lowering health risks amongst rural and tribal households.",,,,,,,,,,,,,new
GS1235,CANTA WPP,Wind,Turkey,Large Scale,Gold Standard Certified Project,ACM0002 Grid-connected electricity generation from renewable sources,92000,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,"7,8,13,15",Standalone,https://platform.sustain-cert.com/public-project/147,https://registry.goldstandard.org/projects/details/144,"CANTA WPP will include erection of 19 x 2.5 MW Wind Turbines   near the Ã‡anta village of  Silivri District of Ãstanbul. Total   installed power of the facility will be 45 MWe and 47.5MWm.   The project activity will generate greenhouse gas (GHG)   emission reductions by avoiding CO2 emissions from electricity   generation by fossil fuel power plants connected to Turkish   National Power Grid. The average annual generated energy of   157.5 GWh, will be able to deliver a reduction in emissions of   around 92,000 tCO2e (tons of carbon dioxide equivalent) per   annum.",,,,,,,,,,,,,
GS12354,Safe Water Supply in Turkana County,Energy Efficiency - Domestic,Kenya,Small Scale,Listed,GS Methodology for emission reductions from safe drinking water supply,60000,First Climate Markets AG,"8,1,6,13,4,3,5,15",,,,"The main objective of the â€œSafe Water Supply in Turkana Countyâ€  VPA is to rehabilitate broken, non-functioning boreholes, install new solar-powered pumps, solarise boreholes, and conduct ongoing maintenance and repair for the projectâ€™s lifetime to eliminate the need for long-distance travel to collect water from unsafe natural sources. The VPA will cut down emissions and also improve the overall quality of life, health, and socio-economic status of the beneficiaries in the water-stressed region of Kenya. ",,,,,,,,,,,,,new
GS12356,VPA1: Water and Climate Action Bundelkhand India,Energy Efficiency - Domestic,India,Small Scale,Listed,GS Methodology for emission reductions from safe drinking water supply,58000,CARBON IMPACT CAPITAL PTE. LTD.,"8,10,1,6,13,9,4,3,5,15",,,,"VPA 1- Water and Climate Action, Bundelkhand, India (hereafter referred to as â€˜the projectâ€™ or â€˜VPAâ€™) is to be implemented in the districts in the Bundelkhand region of the state of Madhya Pradesh, India. This VPA will be part of the CIC Global Clean Drinking Water Program, Programme of Activities (PoA) registered under the Gold Standard as GSID12202. Carbon Impact Capital Pte Ltd (""CIC"") will be the Coordinating/Managing Entity (""CME""). This will be implemented with the help of Parmarth Samaj Sevi Sansthan (""PSSS""). The target groups are households using biomass as their primary fuel for boiling water or families drinking unsafe water without boiling.

The project aims to facilitate access to safe drinking water to the rural communities in the region by 
â€¢	Distribution of water filters to at least 15,000 households 
â€¢	Creating awareness about the negative impacts (both health, social and economic) of drinking unsafe water through focused WASH campaigns and training workshops 
â€¢	Enhancing livelihood opportunities for youth in the community by engaging them in the surveying (both baseline & monitoring) and implementation processes and increasing their  skill levels through digital literacy and through imparting knowledge and awareness of water purification technologies 
",,,,,,,,,,,,,new
GS1236,UpEnergy Open Access Improved Cookstoves Program in Latin America,Energy Efficiency - Domestic,El Salvador,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,43646,UpEnergy Group,"13,3,15",POA,https://platform.sustain-cert.com/public-project/148,https://registry.goldstandard.org/projects/details/145,"The goal of this SSC-PoA is to facilitate the transition away   from inefficient conventional firewood stoves by providing   improved efficiency biomass cooking stoves to local   households in Latin America.  Several greenhouse gases (GHG), including carbon dioxide, are produced as a result of the combustion of non-renewable biomass as used in cooking stoves.  ICSs improve heat transfer and combustion efficiency thereby reducing the amount of fuel used by households and the emission of GHGs.",,,,,,,,,,,,,
GS12362,RWS Safe Drinking Water Programme in India,Energy Efficiency - Domestic,India,Small Scale,Listed,GS Methodology for emission reductions from safe drinking water supply,0,Abhijeet Gaan,"8,1,6,13,3,5",,,,"The goal of the proposed PoA is installation of water treatment or purification or disinfection systems/technologies to provide safe drinking water to the individual households in rural and peri-urban communities across India.  The PoA will use carbon finance to sustain the project with continuous and effective operation and maintenance of these systems with dedicated manpower and auxiliary resources.

The Project technology involves the installation/distribution of Water Purification Systems (WPS) which provides the safe drinking water to the individual households. The WPS installed under the PoA will significantly reduce non-renewable biomass / fossil fuel consumption for treating water, e.g. by boiling. This will result in reduction of indoor air pollution associated with use of solid biomass / fossil fuel-based water boiling practice which has a direct correlation with respiratory illness and mortality rates, especially among women and children, worldwide.",,,,,,,,,,,,,new
GS12363,GS12362 VPA 01 Safe Water Drinking Programme in Maharashtra ,Energy Efficiency - Domestic,India,Small Scale,Listed,GS Methodology for emission reductions from safe drinking water supply,42122,Abhijeet Gaan,"8,1,6,13",,,,"The goal of the proposed VPA is the installation of water treatment systems to provide safe drinking water to the individual households in Chandrapur district in Maharashtra. The VPA will use carbon finance to sustain the project with continuous and effective operation and maintenance of these systems with dedicated manpower and auxiliary resources.

VPA involves the installation of Electro-chlorination water treatment systems that treat water at a central point to obtain safe water. The electro-chlorination water treatment devices installed under the proposed VPA will reduce GHG emissions by reducing or replacing the use of non-renewable biomass / fossil fuel which would have been used for boiling water to purify it for drinking purposes.",12362.0,,,,,,,,,,,,new
GS12364,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA027,Energy Efficiency - Domestic,India,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,39126,Greenway Grameen Infra Private Limited,"7,8,13,3,5",VPA,,,"The project involves providing access to clean and affordable cooking energy services in various states of India through dissemination of improved, energy efficient cook stoves.",10818.0,,,,,,,,,,,,new
GS12365,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA028,Energy Efficiency - Domestic,India,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,39126,Greenway Grameen Infra Private Limited,"7,8,13,3,5",VPA,,,"The project involves providing access to clean and affordable cooking energy services in various states of India through dissemination of improved, energy efficient cook stoves.",10818.0,,,,,,,,,,,,new
GS12366,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA029,Energy Efficiency - Domestic,India,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,139126,Greenway Grameen Infra Private Limited,"7,8,13,3,5",VPA,,,"The project involves providing access to clean and affordable cooking energy services in various states of India through dissemination of improved, energy efficient cook stoves.",10818.0,,,,,,,,,,,,new
GS12367,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA030,Energy Efficiency - Domestic,India,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,39126,Greenway Grameen Infra Private Limited,"7,8,13,3,5",VPA,,,"The project involves providing access to clean and affordable cooking energy services in various states of India through dissemination of improved, energy efficient cook stoves.",10818.0,,,,,,,,,,,,new
GS12368,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA031,Energy Efficiency - Domestic,India,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,39126,Greenway Grameen Infra Private Limited,"7,8,13,3,5",Standalone,,,"The project involves providing access to clean and affordable cooking energy services in various states of India through dissemination of improved, energy efficient cook stoves.",,,,,,,,,,,,,new
GS12369,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA032,Energy Efficiency - Domestic,India,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,39126,Greenway Grameen Infra Private Limited,"7,8,13,3,5",VPA,,,"The project involves providing access to clean and affordable cooking energy services in various states of India through dissemination of improved, energy efficient cook stoves.",10818.0,,,,,,,,,,,,new
GS1237,"Sadilli Wind Farm Project, Turkey",Wind,Turkey,Large Scale,Gold Standard Certified Project,ACM0002 Grid-connected electricity generation from renewable sources,72598,Fina Enerji Holding A.Åž.,"7,8,6,13",Standalone,https://platform.sustain-cert.com/public-project/149,https://registry.goldstandard.org/projects/details/146,"Sadilli WPP, owned by Canres Elektrik Uretim A.S., a subsidiary of Fina Enerji, is located in Canakkale Province of Turkey. The purpose of Sadilli WPP is to utilize wind energy potential of Turkey by reducing dependence on fossil fuels in a clean, reliable and sustainable way with utmost respect on social and environmental aspects in the region.The plant went into operation with a generation capacity of 8,25 MW in October 2014. Through the capacity extensions, Sadilli WPP reached to the capacity of 38,5 MW and the emission reductions of the project are expected to be above 67.000 tCO2/year.",,,,,,,,,,,,,
GS12370,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA033,Energy Efficiency - Domestic,India,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,39126,Greenway Grameen Infra Private Limited,"7,8,13,3,5",VPA,,,"The project involves providing access to clean and affordable cooking energy services in various states of India through dissemination of improved, energy efficient cook stoves.",10818.0,,,,,,,,,,,,new
GS12371,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA034,Energy Efficiency - Domestic,India,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,0,Greenway Grameen Infra Private Limited,"7,8,13,3,5",VPA,,,"The project involves providing access to clean and affordable cooking energy services in various states of India through dissemination of improved, energy efficient cook stoves.",10818.0,,,,,,,,,,,,new
GS12372,GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA035,Energy Efficiency - Domestic,India,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,39126,Greenway Grameen Infra Private Limited,"7,8,13,3,5",Standalone,,,"The project involves providing access to clean and affordable cooking energy services in various states of India through dissemination of improved, energy efficient cook stoves.",,,,,,,,,,,,,new
GS12373,GS2295 GS1729 Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 027,Energy Efficiency - Domestic,Myanmar,Micro scale,Listed,GS MS Simplified Methodology for Efficient Cookstoves v1.,10000,Soneva Foundation,"7,8,13,3",VPA,,,"The purpose of this micro-scale VPA is the use of carbon finance to support the distribution and maintenance of domestic and non-domestic Fuel Efficient Stoves (""FES"") through local Implementation Partners (""IP"") in Myanmar.",1729.0,,,,,,,,,,,,new
GS12379,Solar Power for Rural Villages in Madagascar,Solar Thermal - Electricity,Madagascar,Micro scale,Listed,AMS-I.L. Electrification of rural communities using renewable energy,8163,Tsanta Rabekoto,"7,8,13",Standalone,,,"The â€œSolar Power for Rural Villages in Madagascarâ€ project will facilitate access to clean and affordable energy in rural communities in 17 regions of Madagascar with the installation and operation of solar-PV power plants in combination with battery energy storage systems and a smart meter network. The mini-grid networks will supply the villages with 24h/7 availability.
With the introduction of clean Solar-PV electricity for households in rural villages without national/ regional grid connection, the project will replace the use of conventional energy sources that rely on non-renewable biomass.",,,,,,,,,,,,,new
GS1238,Sichuan Animal Farms GHG Mitigation Programme,Biogas - Electricity,China,Small Scale,Gold Standard Certified Design,AMS-III.D. Methane recovery in animal manure management systems,0,Chengdu Oasis Science & Technology Co Ltd,"12,13,3",POA,https://platform.sustain-cert.com/public-project/150,https://registry.goldstandard.org/projects/details/147,The Sichuan Animal Farms GHG Mitigation Programme (hereafter referred to as   Â¡Â°The proposed PoAÂ¡Â±) aims to reduce a large amount of greenhouse gas (GHG)   emissions from animal farms in Sichuan by replacing the existing anaerobic   animal manure management systems (AMMS) with biogas digester systems for   the recovery and utilization of biogas for the generation of electricity and/or   thermal energy.,,,,,,,,,,,,,
GS1239,Sichuan Rural Poor-Household Biogas Development Programme,Biogas - Heat,China,Small Scale,Gold Standard Certified Design,AMS-I.C. Thermal energy production with or without electricity,0,Chengdu Oasis Science & Technology Co Ltd,"12,13,3",POA,https://platform.sustain-cert.com/public-project/151,https://registry.goldstandard.org/projects/details/148,"The Sichuan Rural Poor-Household Biogas Development Programme (hereafter   referred to as Â¡Â°The proposed PoAÂ¡Â±) aims to reduce a large amount of   greenhouse gases (GHG) by facilitating the installation of a large number of   household biogas digesters for low-income households in thirteen cities of   Sichuan Province (however, the PoA shall not be limited to these thirteen cities   exclusively): Yibin, Neijiang, Suining, Ziyang, Zigong, Luzhou, Leshan, Meishan,   Mianyang, GuangÂ¡Â¯An, Ganzi, Aba and Dazhou.",,,,,,,,,,,,,
GS1240,UpEnergy Open Access Improved Cookstoves Program in Latin America- Nicaragua,Energy Efficiency - Domestic,Nicaragua,Small Scale,Listed,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,37780,UpEnergy Group,"13,3,15",VPA,https://platform.sustain-cert.com/public-project/152,https://registry.goldstandard.org/projects/details/149,"The goal of this SSC-CPA is to facilitate the transition away   from inefficient conventional firewood stoves by providing   improved efficiency biomass cooking stoves to local   households.  Several greenhouse gases (GHG), including carbon   dioxide, are produced as a result of the combustion of non-  renewable biomass as used in cooking stoves.  ICSs improve   heat transfer and combustion efficiency thereby reducing the   amount of fuel used by households and the emission of GHGs",1236.0,,,,,,,,,,,,
GS1241,Seferihisar 16MW Wind Power Plant,Wind,Turkey,Large scale,Gold Standard Certified Design,ACM0002 Grid-connected electricity generation from renewable sources,27000,FutureCamp Climate GmbH,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/153,https://registry.goldstandard.org/projects/details/150,"Aktepe Enerji A.S. (Aktepe) plans to invest into a new wind   power plant (Seferihisar 16 MW WPP)to generate electricity and   feed it into the Turkish grid. The wind power plant is plant   to be built close to DÃ¼zce and Sigacik Villages of Seferihisar   district in the province of &#304;zmir in Turkey. Construction work   for turbine installation shall begin in September 2012 and   turbine installation will follow on. With completion of   installation 16 MW wind power project will produce some 46 GWh   electricity yearly, leading to annual emission reductions of   some 27,000 tons of CO2 compared to conventional generation.",,,,,,,,,,,,,
GS1242,MUTLU 5 WPP,Wind,Turkey,Large Scale,Gold Standard Certified Design,ACM0002 Grid-connected electricity generation from renewable sources,85470,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/154,https://registry.goldstandard.org/projects/details/151,"MUTLU 5 WPP is a 44 MW project located within the central   Anatolia of Turkey, within the boundaries of Konya Province.",,,,,,,,,,,,,
GS1243,"Sichuan Animal Farms GHG Mitigation Programme, CPA Nb. SCAFBG-2011-01",Biogas - Electricity,China,Small Scale,Gold Standard Certified Design,AMS-III.D. Methane recovery in animal manure management systems,5474,Chengdu Oasis Science & Technology Co Ltd,"12,13,3",VPA,https://platform.sustain-cert.com/public-project/155,https://registry.goldstandard.org/projects/details/152,"The CPA SCAFBG-2011-01 (â€œthe proposed CPA""), under the framework of   Sichuan Animal Farms GHG Mitigation Programme, involves the installation and   operation of a biogas system and a utilization system for electricity generation   and replaces the existing animal waste management system (open lagoon with   depth>1m and retention time of manure is longer than 1month) on Zizhong   Duokang Swine Farm (hereafter referred to as Duokang Farm) located in Zizhong   County, Neijiang City, Sichuan Province, China.",1238.0,,,,,,,,,,,,
GS1244,Production of thermal energy from renewable biomass at Melhoramentos Papeis Ltda,"Biomass, or Liquid Biofuel - Heat",Brazil,Small Scale,Gold Standard Certified Project,AMS-I.C. Thermal energy production with or without electricity,48554,myclimate Foundation,"7,8,12,17,13",Standalone,https://platform.sustain-cert.com/public-project/156,https://registry.goldstandard.org/projects/details/153,"The Project Activity will produce energy (heat) from clean energy sources   (biomass)   to meet present and future heat demands of Melhoramentos Papeis Ltdaâ€™s   (henceforth referred to as the â€œProject Proponent"") Pulp and paper mill located in   Caeiras, Brazil. The project will improve socio-economic conditions for the   workers   of the mill and indirectly throughout the whole region. The biomass boiler which   will produce the heat is a Steam Master JPI 40 BIO water-tube boiler model, with a   maximum steam producing capacity of 40 ton/hour at 20 bar with a rated capacity   of 26,2 MW thermal.",,,,,,,,,,,,,
GS1246,Energy Efficiency measures in DMRC Phase II stations,Energy Efficiency - Public Sector,India,Microscale,Gold Standard Certified Project,AMS-II.E. Energy efficiency and fuel switching measures for buildings,7068,Delhi Metro Rail Corporation,"12,13,3",Standalone,https://platform.sustain-cert.com/public-project/157,https://registry.goldstandard.org/projects/details/154,"Energy Efficiency measures in DMRC Phase II stations (hereafter referred to as   the â€œProject"") developed by Delhi Metro Rail Corporation Ltd. (hereafter referred   to as the DMRC) is located in state of Delhi, India.  The project involves   implementation of energy efficiency measures in selected stations of Phase II of   Delhi Metro managed by DMRC.",,,,,,,,,,,,,
GS1247,GS1247 Improved Kitchen Regimes Multi-Country PoA,Energy Efficiency - Domestic,Eritrea,Micro scale,Gold Standard Certified Design,GS TPDDTEC v3.1,0,CO2balance UK ltd,"7,8,6,13,4,3,5,15",POA,https://platform.sustain-cert.com/public-project/158,https://registry.goldstandard.org/projects/details/155,"This project involves the distribution of improved cook stoves and safe water   technologies into LDCs and LLDCs across the world. In addition to reducing   deforestation through less wood use (for cooking and water boiling), the project is   also expected to have additional benefits for local communities such as reduced   incidences of illnesses related to indoor air pollution, smoke inhalation and   consumption of unsafe drinking water, improved employment opportunities, and   less time and money spent on fire wood collection.",,,,,,,,,,,,,
GS1248,GS2504 - Voluntary Gold Standard multi-country improved cookstove PoA - Oserian Flower Farm Offset Project 1 - Inkoirienito and Oltepesi,Energy Efficiency - Domestic,Kenya,Microscale,Gold Standard Certified Project,GS TPDDTEC v 2.,7109,South Pole Carbon Asset Management Ltd.,"7,8,13",VPA,https://platform.sustain-cert.com/public-project/159,https://registry.goldstandard.org/projects/details/156,"The project involves the distribution of 2500 Envirofit M5000   fuel wood cook stoves resulting in emission reductions of   7,317tCO2e. The project will lead to savings of greenhouse gas   emission (carbon dioxide) and will contribute to the general   local sustainable development through the reduction of   deforestation, the creation of employment possibilities, the   reduction of expenses for fuel wood as well as the improvement   of the userâ€™s health due to reduced indoor air pollution. Design Change approved on 8 November 2017.",2504.0,,,,,,,,,,,,
GS1249,GS2504 - Voluntary Gold Standard multi-country improved cookstove PoA - Oserian Flower Farm Offset Project 2 - Suswa 1,Energy Efficiency - Domestic,Kenya,Microscale,Gold Standard Certified Project,GS TPDDTEC v 2.,7447,South Pole Carbon Asset Management Ltd.,"7,8,13",VPA,https://platform.sustain-cert.com/public-project/160,https://registry.goldstandard.org/projects/details/157,"The project involves the distribution of 2500 Envirofit M5000   fuel wood cook stoves resulting in emission reductions of   7,317tCO2e. The project will lead to savings of greenhouse gas   emission (carbon dioxide) and will contribute to the general   local sustainable development through the reduction of   deforestation, the creation of employment possibilities, the   reduction of expenses for fuel wood as well as the improvement   of the userâ€™s health due to reduced indoor air pollution.",2504.0,,,,,,,,,,,,
GS1251,GS 1119 CPA 1 Biogas Programme Nicaragua (PBN: Programa de Biogas de Nicaragua),Biogas - Heat,Nicaragua,Small Scale,Gold Standard Certified Design,,10014,HIVOS Foundation,"12,13,3",VPA,https://platform.sustain-cert.com/public-project/161,https://registry.goldstandard.org/projects/details/158,"CPA 1 of the PBN includes biogas systems to be installed in households and small dairy farms from the start of the validation until 31 December 2014. All biogas systems will be run on a feedstock of animal manure.  The distribution mechanism of the biodigesters is guaranteed through the generation of a local biogas market that involves several on the ground activities in each region  of the PBN. Local masons and installers will be trained, local microcredit institutions will be invited to provide credit to biogas users, and local agricultural NGOs and government extension services will be trained.  It is expected that 2,250 biodigesters will be installed during the period of CPA 1, in 5 regios: Chontales, Matagalpa, Rios San Juan, Boaco and Leon. But numbers might change depending on market demand.",1119.0,,,,,,,,,,,,
GS1253,Xinyang MSW Landfill Site LFG Recovery to Power Project,Biogas - Electricity,China,Small Scale,Gold Standard Certified Project,AMS-I.D. Grid connected renewable electricity generation,42064,Shanghai BCCY New Power Industry Co.Ltd.,"12,13,3",Standalone,https://platform.sustain-cert.com/public-project/162,https://registry.goldstandard.org/projects/details/160,"Xinyang MSW Landfill Site LFG Recovery to Power Project (Hereinafter referred as   the proposed project activity) aims to recover and destroy landfill gas (LFG)   generated at the municipal solid waste (MSW) landfill site in Xinyang city, Henan   province, P.R. China. It is developed by Shanghai BCCY New Power Industry Co.,   Ltd. The collected LFG will be used for electricity production.  The proposed project activity employs a gas collection system, a transmitting   system, a pre-treatment system and gas engines with a capacity of 2 MW. The   recovered LFG is combusted in the gas engines to produce electricity which is   fed into the Central China Power Grid (CCPG) afterwards. Emission reductions   (420,645 tCO2e in 10-year fixed crediting period) are claimed from both   methane recovery and electricity replacement.",,,,,,,,,,,,,
